                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                 0.8983,                0.72771,                 1.0467,                      1,                0.58356,                0.77551,                0.35837,                 2.0278,                 1.5267,                 1.6093,              0.0010232,              0.0010232,              0.0010232
                    150,                0.93165,                0.71454,                 1.0158,                0.69846,                0.69539,                0.74928,                0.33839,                  2.025,                 1.4704,                 1.6437,              0.0010166,              0.0010166,              0.0010166
                    151,                0.86202,                0.71727,                 1.0254,                0.83109,                    0.5,                0.70579,                0.30202,                  2.045,                 1.4994,                 1.6026,                0.00101,                0.00101,                0.00101
                    152,                0.95402,                0.83308,                 1.0395,                0.59429,                    0.8,                 0.7262,                0.33536,                 1.9751,                 1.4116,                 1.5086,              0.0010034,              0.0010034,              0.0010034
                    153,                0.89296,                0.79993,                 1.0233,                0.69062,                    0.7,                0.74367,                0.35112,                 1.7832,                 1.3001,                 1.4318,              0.0009968,              0.0009968,              0.0009968
                    154,                 1.0089,                0.75634,                 1.0131,                 0.8368,                    0.7,                0.78627,                0.38061,                 1.7073,                 1.1686,                 1.4074,              0.0009902,              0.0009902,              0.0009902
                    155,                 0.8614,                0.73433,                 1.0143,                0.87294,                0.68846,                0.79071,                0.41553,                 1.6236,                 1.0986,                 1.3436,              0.0009836,              0.0009836,              0.0009836
                    156,                0.81301,                0.67093,                0.99893,                0.84685,                    0.6,                0.78131,                0.43049,                 1.6005,                 1.1591,                 1.3274,               0.000977,               0.000977,               0.000977
                    157,                0.77603,                0.67067,                 1.0161,                0.77407,                0.68666,                 0.7823,                0.40439,                 1.6291,                 1.2045,                 1.3522,              0.0009704,              0.0009704,              0.0009704
                    158,                0.80458,                0.62399,                0.91899,                0.76603,                    0.7,                0.76563,                0.43375,                 1.5853,                 1.0953,                 1.3377,              0.0009638,              0.0009638,              0.0009638
                    159,                0.91395,                0.75769,                0.97518,                0.79671,                0.78517,                0.75318,                0.43532,                 1.6003,                 1.0532,                 1.3571,              0.0009572,              0.0009572,              0.0009572
                    160,                0.82756,                0.66153,                 1.0087,                0.70564,                    0.8,                0.76857,                0.37515,                 1.6172,                   1.07,                 1.3527,              0.0009506,              0.0009506,              0.0009506
                    161,                0.79266,                0.62288,                0.97626,                0.87144,                0.68006,                0.77316,                0.39887,                 1.6917,                 1.1222,                 1.3873,               0.000944,               0.000944,               0.000944
                    162,                0.80062,                0.60442,                0.98422,                0.68512,                    0.7,                0.66211,                0.35471,                 1.7202,                 1.3184,                 1.3716,              0.0009374,              0.0009374,              0.0009374
                    163,                0.86458,                0.70458,                 1.0167,                0.62551,                    0.6,                0.66371,                0.34166,                 1.7219,                 1.4801,                 1.3811,              0.0009308,              0.0009308,              0.0009308
                    164,                0.94177,                0.71333,                0.97586,                0.51722,                    0.8,                 0.6078,                0.30463,                 1.7648,                 1.5816,                 1.4128,              0.0009242,              0.0009242,              0.0009242
                    165,                0.73013,                0.59772,                0.92733,                0.74346,                0.58168,                0.63941,                0.33331,                 1.8487,                 1.5445,                 1.4788,              0.0009176,              0.0009176,              0.0009176
                    166,                 0.7183,                0.63763,                0.99105,                0.64456,                    0.6,                0.61794,                0.31329,                  1.888,                 1.5986,                 1.5106,               0.000911,               0.000911,               0.000911
                    167,                0.79837,                0.61803,                 1.0039,                0.65786,                0.57886,                0.60798,                0.30206,                 1.7939,                 1.7079,                 1.4678,              0.0009044,              0.0009044,              0.0009044
                    168,                0.72407,                 0.5766,                 0.9447,                0.70069,                    0.5,                0.57111,                0.27567,                  1.815,                 1.8108,                    1.5,              0.0008978,              0.0008978,              0.0008978
                    169,                0.70496,                  0.591,                0.96304,                0.82737,                0.48211,                 0.5489,                0.26481,                 1.8864,                 1.9396,                 1.5379,              0.0008912,              0.0008912,              0.0008912
                    170,                0.77002,                0.65011,                0.99116,                0.83277,                0.49832,                 0.5452,                0.26552,                 1.8587,                 1.8771,                   1.49,              0.0008846,              0.0008846,              0.0008846
                    171,                0.81692,                0.69103,                 1.0033,                0.82027,                    0.6,                0.59375,                0.28831,                 1.7755,                 1.9109,                 1.4432,               0.000878,               0.000878,               0.000878
                    172,                0.81677,                0.64062,                0.95616,                0.85425,                0.58784,                0.66045,                 0.2797,                 1.7592,                 1.9066,                 1.4507,              0.0008714,              0.0008714,              0.0008714
                    173,                0.80253,                0.68934,                 1.0176,                0.71088,                    0.7,                0.72403,                0.29462,                 1.7611,                 1.7656,                 1.4892,              0.0008648,              0.0008648,              0.0008648
                    174,                0.82907,                0.68933,                0.98272,                 0.6314,                0.68635,                0.62768,                 0.3019,                 1.7479,                 1.6743,                 1.5096,              0.0008582,              0.0008582,              0.0008582
                    175,                0.73837,                0.68476,                0.96528,                0.60287,                    0.8,                0.69126,                0.31565,                 1.8209,                 1.5106,                 1.5362,              0.0008516,              0.0008516,              0.0008516
                    176,                0.78778,                0.70823,                0.98231,                0.84596,                    0.6,                0.75262,                0.33886,                 1.7925,                 1.3142,                 1.5299,               0.000845,               0.000845,               0.000845
                    177,                0.76665,                0.62832,                 1.0074,                0.84288,                    0.6,                0.75799,                0.34603,                 1.9221,                 1.2953,                 1.5573,              0.0008384,              0.0008384,              0.0008384
                    178,                 0.7804,                0.67211,                0.98958,                 0.7773,                0.69828,                0.75349,                0.35179,                 1.9196,                 1.3147,                 1.5907,              0.0008318,              0.0008318,              0.0008318
                    179,                0.81807,                0.61553,                0.99212,                0.87431,                0.69612,                0.72251,                0.34769,                 1.9238,                 1.4197,                 1.6247,              0.0008252,              0.0008252,              0.0008252
                    180,                  0.784,                0.62769,                0.95646,                0.84301,                    0.6,                0.67937,                 0.3432,                 1.8558,                 1.4904,                 1.5854,              0.0008186,              0.0008186,              0.0008186
                    181,                0.78712,                0.57992,                0.95934,                0.83206,                    0.6,                0.66372,                 0.3241,                 1.8376,                 1.5103,                 1.5998,               0.000812,               0.000812,               0.000812
                    182,                0.78087,                0.59576,                 0.9708,                0.82568,                    0.6,                0.64908,                0.33165,                 1.8383,                 1.6726,                 1.5578,              0.0008054,              0.0008054,              0.0008054
                    183,                0.74915,                0.62793,                0.97824,                0.83372,                    0.6,                0.65436,                0.31073,                 1.8249,                 1.7294,                  1.511,              0.0007988,              0.0007988,              0.0007988
                    184,                0.77979,                0.64006,                0.98738,                0.81693,                    0.6,                0.62186,                0.31839,                 1.8169,                 1.7136,                  1.482,              0.0007922,              0.0007922,              0.0007922
                    185,                0.73196,                0.62774,                0.95367,                0.74099,                    0.6,                0.56191,                0.29621,                 1.7655,                 1.7067,                 1.4675,              0.0007856,              0.0007856,              0.0007856
                    186,                0.85567,                0.67221,                 1.0218,                0.74063,                    0.6,                0.58912,                0.31629,                 1.7315,                 1.6581,                 1.4643,               0.000779,               0.000779,               0.000779
                    187,                0.70916,                0.58621,                0.95295,                0.84119,                    0.6,                0.66663,                0.31504,                 1.6985,                 1.5404,                 1.4617,              0.0007724,              0.0007724,              0.0007724
                    188,                0.78024,                0.60632,                0.98336,                 0.8368,                    0.6,                0.66996,                0.31842,                 1.6991,                 1.4769,                  1.446,              0.0007658,              0.0007658,              0.0007658
                    189,                0.70114,                 0.5629,                 0.9577,                 0.8393,                    0.6,                0.68592,                0.34237,                 1.7136,                  1.475,                  1.445,              0.0007592,              0.0007592,              0.0007592
                    190,                0.65579,                0.52582,                0.94627,                0.84374,                    0.6,                0.67402,                0.33046,                 1.7402,                 1.5632,                 1.4756,              0.0007526,              0.0007526,              0.0007526
                    191,                0.77673,                0.64025,                0.95355,                0.84366,                    0.6,                0.67264,                0.32855,                 1.6975,                 1.5988,                 1.4819,               0.000746,               0.000746,               0.000746
                    192,                0.80168,                0.69184,                0.95901,                0.84453,                    0.6,                0.63668,                0.34875,                 1.6878,                 1.6538,                 1.5106,              0.0007394,              0.0007394,              0.0007394
                    193,                0.73193,                0.55608,                0.95156,                0.84641,                    0.6,                0.63776,                0.33444,                 1.7006,                 1.5932,                 1.5413,              0.0007328,              0.0007328,              0.0007328
                    194,                0.72688,                0.65501,                 0.9682,                0.84805,                    0.6,                0.64555,                0.33023,                 1.7353,                 1.5632,                 1.5884,              0.0007262,              0.0007262,              0.0007262
                    195,                0.67576,                0.56778,                0.93979,                0.84897,                    0.6,                0.64794,                0.33797,                 1.7394,                 1.5266,                  1.608,              0.0007196,              0.0007196,              0.0007196
                    196,                0.75256,                0.62058,                0.96352,                0.84935,                    0.6,                0.66001,                0.31765,                 1.7547,                 1.5165,                 1.6146,               0.000713,               0.000713,               0.000713
                    197,                0.74565,                0.58777,                0.94151,                0.84865,                    0.6,                0.65118,                0.30866,                  1.746,                 1.5091,                 1.6187,              0.0007064,              0.0007064,              0.0007064
                    198,                0.66921,                0.56122,                0.91268,                0.84761,                    0.6,                 0.6467,                0.30907,                 1.7891,                 1.6072,                  1.636,              0.0006998,              0.0006998,              0.0006998
                    199,                0.75267,                0.74848,                  1.019,                0.84781,                    0.6,                0.61976,                0.29381,                 1.8726,                  1.694,                 1.6793,              0.0006932,              0.0006932,              0.0006932
                    200,                0.71494,                0.56687,                0.93677,                0.84836,                    0.6,                0.64003,                0.30188,                 1.9212,                  1.646,                 1.6735,              0.0006866,              0.0006866,              0.0006866
                    201,                0.71814,                0.59774,                0.94459,                  0.848,                    0.6,                 0.6735,                0.31531,                 1.8654,                 1.6428,                 1.6292,                0.00068,                0.00068,                0.00068
                    202,                0.73739,                0.63976,                0.96536,                0.84597,                    0.6,                0.71172,                0.33228,                 1.9049,                 1.6542,                 1.6497,              0.0006734,              0.0006734,              0.0006734
                    203,                0.70499,                0.62051,                0.96224,                      1,                0.59943,                0.74585,                0.35335,                 1.9116,                 1.5499,                 1.6366,              0.0006668,              0.0006668,              0.0006668
                    204,                0.68985,                  0.523,                 0.9273,                0.88817,                0.79484,                0.84817,                0.39009,                 1.9275,                 1.4681,                 1.6712,              0.0006602,              0.0006602,              0.0006602
                    205,                0.58944,                0.53064,                0.88752,                0.87375,                    0.8,                0.86015,                0.37091,                  1.947,                 1.3345,                 1.6788,              0.0006536,              0.0006536,              0.0006536
                    206,                 0.5928,                0.53677,                0.93692,                0.87716,                    0.8,                0.85861,                0.40163,                 1.9619,                 1.2425,                 1.6746,               0.000647,               0.000647,               0.000647
                    207,                0.69107,                0.59657,                0.93031,                0.88238,                    0.8,                0.84862,                0.39427,                 1.9911,                 1.2345,                 1.6736,              0.0006404,              0.0006404,              0.0006404
                    208,                0.66784,                0.55366,                0.91628,                0.88366,                    0.8,                  0.855,                 0.3957,                 1.9402,                 1.2085,                 1.6259,              0.0006338,              0.0006338,              0.0006338
                    209,                0.65566,                0.51435,                0.88135,                0.88723,                    0.8,                0.84627,                0.38086,                 1.8738,                 1.1587,                 1.5615,              0.0006272,              0.0006272,              0.0006272
                    210,                0.66799,                0.52981,                 0.9345,                0.88869,                    0.8,                0.86747,                0.41857,                 1.8478,                  1.127,                  1.563,              0.0006206,              0.0006206,              0.0006206
                    211,                0.74651,                 0.5969,                0.96232,                0.88847,                0.79698,                0.84902,                0.41027,                 1.8356,                  1.079,                 1.5576,               0.000614,               0.000614,               0.000614
                    212,                0.71425,                0.56892,                  0.994,                0.88663,                    0.8,                0.87861,                0.41409,                 1.8965,                 1.1164,                  1.618,              0.0006074,              0.0006074,              0.0006074
                    213,                0.61949,                0.52937,                0.94143,                0.81242,                 0.8683,                0.87682,                0.41486,                 1.9653,                 1.1308,                 1.6623,              0.0006008,              0.0006008,              0.0006008
                    214,                0.67382,                 0.5751,                0.90918,                0.87811,                    0.8,                0.83645,                0.40693,                 1.9458,                 1.1322,                 1.6362,              0.0005942,              0.0005942,              0.0005942
                    215,                0.70341,                0.65359,                0.98117,                0.88076,                    0.8,                0.83556,                0.40903,                 1.8421,                 1.0951,                 1.5751,              0.0005876,              0.0005876,              0.0005876
                    216,                0.61672,                0.52341,                0.95285,                0.88477,                    0.8,                0.84338,                0.39716,                 1.8061,                  1.131,                 1.5533,               0.000581,               0.000581,               0.000581
                    217,                0.64981,                 0.5455,                0.94574,                0.88865,                0.79828,                0.84579,                 0.3979,                 1.7752,                 1.0711,                 1.5602,              0.0005744,              0.0005744,              0.0005744
                    218,                0.62828,                0.50702,                0.88972,                0.88825,                0.79543,                 0.8569,                0.40869,                 1.8248,                 1.0775,                 1.5722,              0.0005678,              0.0005678,              0.0005678
                    219,                0.57073,                0.47371,                0.88791,                0.88811,                0.79437,                0.79897,                0.36495,                 1.8798,                 1.0683,                 1.5628,              0.0005612,              0.0005612,              0.0005612
                    220,                0.58123,                0.51796,                0.90723,                0.88809,                0.79423,                0.79177,                0.37805,                 1.9099,                 1.0966,                 1.5386,              0.0005546,              0.0005546,              0.0005546
                    221,                 0.5971,                0.49817,                 0.9048,                0.88777,                0.79196,                0.77343,                0.35871,                 1.9136,                 1.1677,                 1.5066,               0.000548,               0.000548,               0.000548
                    222,                0.64951,                0.54029,                0.92383,                0.86699,                    0.7,                0.74928,                0.34658,                 1.8821,                    1.2,                 1.4977,              0.0005414,              0.0005414,              0.0005414
                    223,                0.62977,                0.47544,                0.89904,                0.86574,                    0.7,                0.72358,                0.34767,                  1.865,                 1.2553,                  1.489,              0.0005348,              0.0005348,              0.0005348
                    224,                0.53403,                0.47054,                0.88672,                0.86781,                    0.7,                0.72313,                 0.3574,                 1.8532,                 1.2523,                 1.4995,              0.0005282,              0.0005282,              0.0005282
                    225,                0.50793,                0.46486,                0.89502,                0.86999,                    0.7,                0.72875,                0.35312,                 1.8438,                 1.2442,                 1.4901,              0.0005216,              0.0005216,              0.0005216
                    226,                0.61734,                0.53132,                0.90612,                0.85894,                    0.7,                0.73835,                 0.3204,                 1.8886,                  1.269,                 1.5539,               0.000515,               0.000515,               0.000515
                    227,                0.52177,                0.44101,                0.90117,                0.86773,                    0.7,                0.72946,                 0.3209,                 1.8785,                 1.3695,                 1.5836,              0.0005084,              0.0005084,              0.0005084
                    228,                0.59831,                 0.5117,                0.93024,                0.86773,                    0.7,                0.73207,                0.34026,                 1.8225,                 1.4647,                 1.5813,              0.0005018,              0.0005018,              0.0005018
                    229,                0.66985,                0.55353,                0.93584,                0.86683,                    0.7,                0.73763,                0.33435,                 1.7933,                 1.4285,                 1.5904,              0.0004952,              0.0004952,              0.0004952
                    230,                0.56407,                 0.4956,                0.89791,                0.86653,                    0.7,                0.76202,                0.34899,                  1.754,                 1.4283,                 1.5921,              0.0004886,              0.0004886,              0.0004886
                    231,                0.57568,                0.45429,                0.92891,                0.86691,                    0.7,                0.75858,                0.36176,                 1.7412,                 1.4608,                  1.566,               0.000482,               0.000482,               0.000482
                    232,                0.66238,                0.61923,                0.96429,                 0.8677,                    0.7,                0.76942,                 0.3721,                 1.7517,                   1.46,                  1.565,              0.0004754,              0.0004754,              0.0004754
                    233,                0.62511,                0.47181,                0.93681,                0.86784,                    0.7,                0.75123,                0.36073,                 1.7621,                 1.4621,                 1.5588,              0.0004688,              0.0004688,              0.0004688
                    234,                0.70027,                0.56588,                0.93852,                0.86677,                    0.7,                0.72795,                0.37733,                  1.773,                 1.5063,                 1.5384,              0.0004622,              0.0004622,              0.0004622
                    235,                 0.6048,                0.50864,                0.91207,                0.86593,                    0.7,                 0.7025,                0.36704,                 1.7361,                 1.5483,                 1.5182,              0.0004556,              0.0004556,              0.0004556
                    236,                0.58365,                0.50265,                0.88831,                0.86701,                    0.7,                0.71762,                0.37827,                 1.7237,                 1.5241,                  1.511,               0.000449,               0.000449,               0.000449
                    237,                0.56917,                0.48315,                0.91889,                0.86727,                    0.7,                0.72017,                0.37897,                 1.7326,                 1.5195,                 1.5132,              0.0004424,              0.0004424,              0.0004424
                    238,                0.54721,                0.45469,                0.89277,                0.84445,                    0.6,                 0.7026,                 0.3798,                 1.7371,                 1.5341,                 1.5242,              0.0004358,              0.0004358,              0.0004358
                    239,                 0.5901,                 0.5316,                0.95606,                0.84364,                    0.6,                0.70301,                0.38019,                   1.75,                 1.4855,                 1.5174,              0.0004292,              0.0004292,              0.0004292
                    240,                0.51052,                0.46793,                0.92209,                0.84314,                    0.6,                0.72154,                0.38626,                 1.7605,                  1.477,                 1.5147,              0.0004226,              0.0004226,              0.0004226
                    241,                 0.5728,                0.52726,                0.89064,                0.84581,                    0.6,                0.73796,                 0.3825,                 1.7889,                 1.4431,                 1.5111,               0.000416,               0.000416,               0.000416
                    242,                0.53794,                0.45876,                0.89729,                0.85368,                0.58544,                0.69031,                  0.371,                 1.7859,                 1.4784,                 1.4974,              0.0004094,              0.0004094,              0.0004094
                    243,                0.58696,                0.48209,                0.91766,                0.73994,                    0.6,                0.67669,                0.33238,                 1.7933,                 1.5644,                 1.4962,              0.0004028,              0.0004028,              0.0004028
                    244,                0.59074,                0.47847,                0.91007,                0.73882,                    0.6,                0.68131,                0.33585,                 1.7726,                 1.5767,                 1.4925,              0.0003962,              0.0003962,              0.0003962
                    245,                0.52943,                0.49584,                0.91526,                0.73935,                    0.6,                0.68156,                0.33499,                 1.7471,                 1.5846,                 1.4936,              0.0003896,              0.0003896,              0.0003896
                    246,                0.53347,                0.48121,                0.89382,                0.77175,                0.67828,                0.66473,                0.33067,                 1.7539,                 1.5273,                 1.4873,               0.000383,               0.000383,               0.000383
                    247,                 0.5354,                 0.4647,                0.93793,                0.65142,                    0.7,                0.64921,                0.34507,                 1.7228,                  1.478,                 1.4752,              0.0003764,              0.0003764,              0.0003764
                    248,                0.55445,                0.45371,                0.93741,                0.63174,                    0.7,                0.66981,                0.36309,                 1.7124,                 1.4434,                 1.4722,              0.0003698,              0.0003698,              0.0003698
                    249,                0.51555,                 0.4496,                0.90506,                0.74341,                    0.6,                0.64687,                0.36668,                 1.7065,                 1.4248,                 1.4805,              0.0003632,              0.0003632,              0.0003632
                    250,                0.51315,                0.43394,                0.92848,                0.74382,                    0.6,                0.65229,                0.34566,                 1.7023,                 1.4099,                 1.4888,              0.0003566,              0.0003566,              0.0003566
                    251,                0.59521,                0.52631,                0.94756,                0.74397,                    0.6,                0.69639,                0.34836,                 1.6889,                 1.3657,                 1.4898,                0.00035,                0.00035,                0.00035
                    252,                0.63081,                0.54279,                0.98005,                0.75214,                    0.6,                0.75056,                0.37284,                 1.6729,                 1.3457,                 1.4816,              0.0003434,              0.0003434,              0.0003434
                    253,                0.56108,                0.53763,                0.98321,                0.83073,                    0.6,                0.72431,                0.37032,                 1.6386,                 1.3566,                 1.4546,              0.0003368,              0.0003368,              0.0003368
                    254,                0.48176,                0.43377,                0.90156,                0.83492,                    0.6,                 0.7331,                0.35758,                 1.6154,                 1.3677,                 1.4323,              0.0003302,              0.0003302,              0.0003302
                    255,                0.51523,                0.43488,                0.92058,                0.83933,                    0.6,                0.66155,                0.34953,                 1.6074,                 1.4119,                 1.4138,              0.0003236,              0.0003236,              0.0003236
                    256,                0.62372,                0.51245,                0.95946,                0.84026,                    0.6,                0.66649,                0.35705,                 1.6317,                 1.4055,                 1.4225,               0.000317,               0.000317,               0.000317
                    257,                0.55692,                 0.4917,                0.94283,                0.84292,                    0.6,                0.69566,                0.36225,                 1.6379,                 1.3974,                 1.4366,              0.0003104,              0.0003104,              0.0003104
                    258,                0.56011,                0.46308,                0.90465,                0.84962,                    0.6,                0.65982,                0.35434,                 1.6499,                 1.3955,                 1.4514,              0.0003038,              0.0003038,              0.0003038
                    259,                0.56255,                0.47677,                0.93663,                0.85561,                0.59357,                0.63788,                0.34154,                 1.6549,                 1.4369,                 1.4848,              0.0002972,              0.0002972,              0.0002972
